address	city	county	facilityType	hours	inQZ	instructions	lat	lng	name	phone	state	url	virtualVisit	zip	zipCodeLat	zipCodeLng
215 E. Hawaii Ave Nampa, Id 83686	Nampa	Canyon	Drive-Thru	8Am-8Pm, Daily	-	Screening At This Location Happens Upon Arrival. If A Patient Meets The Guidelines Provided By The Centers For Disease Control And Prevention, Then That Patient Will Be Tested.	-	-	Saltzer Health’S Nampa	(208) 463-3000	Idaho	Https://Www.Ktvb.Com/Article/News/Health/Coronavirus/Saint-Alphonsus-Coronavirus-Testing-What-You-Need-To-Know/277-609Ab814-192D-47D1-B79A-B58E49Cdf1C4	-	83686	43.5	-116.6
9850 W St Lukes Dr, Nampa, Id 83687	Nampa	Canyon	Screening Hotline	Open 24 Hrs	-	Call The St. Luke'S Triage Hotline At 208-381-9500 For Screening And Triage. A Member Of The Clinical Staff Will Complete A Risk Assessment Over The Phone And Provide Guidance On Next Steps, Which May Include Specimen Collection For Testing At A Local Facility, If Necessary.	-	-	St. Luke'S Nampa Medical Center	(208) 381-9500	Idaho	Https://Www.Stlukesonline.Org/Blogs/St-Lukes/Notes-And-Announcements/2020/Apr/St-Lukes-Covid-19-Coronavirus-Announcement	-	83687	43.6	-116.5
1501 Hiland Ave Burley, Id 83318	Burley	Cassia	Hospital	9 Am - 5 Pm, Monday - Friday	No	Before Visiting One Of Our Testing Locations, Please Call The Covid-19 Hotline At 844-442-5224. Calling Ahead Allows A Medical Professional To Assess Your Symptoms Over The Phone And Determine If You Should Be Tested For Covid-19. To Test Whether Or Not You Have Covid-19, A Sample Will Be Taken By Swabbing Deep Inside Your Nose Or Throat, Which Can Be Uncomfortable Or Even Painful. These Samples Are Tested At An Offsite Location, And Results May Take Several Days To Process Before You Can Learn Of Your Results. The Standard Cost For Community Testing Is $87. However, With The Passing Of The Families First Coronavirus Response Act, Everyone Will Be Covered For Covid-19 Testing And Related Exam Costs, Regardless Of Insurance Status. Any Co-Pays Or In-Network Requirements Are Also Waived.	-	-	Cassia Regional Hospital	844-442-5224	Idaho	Https://Intermountainhealthcare.Org/Covid19-Coronavirus/Get-Testing/	No	83318	42.4	-113.8
575 Pole Line Rd. W., Twin Falls, Id, 83301	Twin Falls	Cassia	Drive-Thru	10Am-6Pm, Daily	-	In An Effort To Help Manage Patient Flow In All Urgent Care, Emergency Department And Ambulatory Clinic Sites, There Will Be Standing Up Covid-19 Tents For Screening And Specimen Collection For Testing. The Tents Will Hold Supplies, And Patients Will Stay In Their Cars For Screening, Registration And Specimen Collection For Testing. Please Note: If Patients Arrive Needing Medical Care, They Will Be Directed Appropriately (E.G. Immediate Attention To Ed). If Patients Present And Don’T Meet The Criteria For Testing, They Will Be Sent Home To Conserve Resources. You Can Call The Triage Hotline Ahead Of Arrival To Ensure You Are Eligible For Testing.	-	-	St. Luke'S Surgery Center At The Magic Valley	(208) 381-9500	Idaho	Https://Www.Stlukesonline.Org/Blogs/St-Lukes/Notes-And-Announcements/2020/Apr/St-Lukes-Covid-19-Coronavirus-Announcement	-	83301	42.3	-114.5
575 Pole Line Rd. W., Twin Falls, Id, 83301	Twin Falls	Gooding	Drive-Thru	10Am-6Pm, Daily	-	In An Effort To Help Manage Patient Flow In All Urgent Care, Emergency Department And Ambulatory Clinic Sites, There Will Be Standing Up Covid-19 Tents For Screening And Specimen Collection For Testing. The Tents Will Hold Supplies, And Patients Will Stay In Their Cars For Screening, Registration And Specimen Collection For Testing. Please Note: If Patients Arrive Needing Medical Care, They Will Be Directed Appropriately (E.G. Immediate Attention To Ed). If Patients Present And Don’T Meet The Criteria For Testing, They Will Be Sent Home To Conserve Resources. You Can Call The Triage Hotline Ahead Of Arrival To Ensure You Are Eligible For Testing.	-	-	St. Luke'S Surgery Center At The Magic Valley	(208) 381-9500	Idaho	Https://Www.Stlukesonline.Org/Blogs/St-Lukes/Notes-And-Announcements/2020/Apr/St-Lukes-Covid-19-Coronavirus-Announcement	-	83301	42.3	-114.5
132 5Th Ave. W. Suites 1 And 2, Jerome, Id 83338	Jerome	Jerome	Screening Hotline	8Am-5Pm, Monday-Friday	-	A Member Of The Clinical Staff Will Complete A Risk Assessment Over The Phone And Provide Guidance On Next Steps, Which May Include Specimen Collection For Testing At A Local Facility, If Necessary.	-	-	St. Luke'S Jerome Family Medicine	(208) 814-9800	Idaho	Https://Www.Stlukesonline.Org/Blogs/St-Lukes/Notes-And-Announcements/2020/Apr/St-Lukes-Covid-19-Coronavirus-Announcement	-	83338	42.7	-114.3
575 Pole Line Rd. W., Twin Falls, Id, 83301	Twin Falls	Jerome	Drive-Thru	10Am-6Pm, Daily	-	In An Effort To Help Manage Patient Flow In All Urgent Care, Emergency Department And Ambulatory Clinic Sites, There Will Be Standing Up Covid-19 Tents For Screening And Specimen Collection For Testing. The Tents Will Hold Supplies, And Patients Will Stay In Their Cars For Screening, Registration And Specimen Collection For Testing. Please Note: If Patients Arrive Needing Medical Care, They Will Be Directed Appropriately (E.G. Immediate Attention To Ed). If Patients Present And Don’T Meet The Criteria For Testing, They Will Be Sent Home To Conserve Resources. You Can Call The Triage Hotline Ahead Of Arrival To Ensure You Are Eligible For Testing.	-	-	St. Luke'S Surgery Center At The Magic Valley	(208) 381-9500	Idaho	Https://Www.Stlukesonline.Org/Blogs/St-Lukes/Notes-And-Announcements/2020/Apr/St-Lukes-Covid-19-Coronavirus-Announcement	-	83301	42.3	-114.5
575 Pole Line Rd. W., Twin Falls, Id, 83301	Twin Falls	Lincoln	Drive-Thru	10Am-6Pm, Daily	-	In An Effort To Help Manage Patient Flow In All Urgent Care, Emergency Department And Ambulatory Clinic Sites, There Will Be Standing Up Covid-19 Tents For Screening And Specimen Collection For Testing. The Tents Will Hold Supplies, And Patients Will Stay In Their Cars For Screening, Registration And Specimen Collection For Testing. Please Note: If Patients Arrive Needing Medical Care, They Will Be Directed Appropriately (E.G. Immediate Attention To Ed). If Patients Present And Don’T Meet The Criteria For Testing, They Will Be Sent Home To Conserve Resources. You Can Call The Triage Hotline Ahead Of Arrival To Ensure You Are Eligible For Testing.	-	-	St. Luke'S Surgery Center At The Magic Valley	(208) 381-9500	Idaho	Https://Www.Stlukesonline.Org/Blogs/St-Lukes/Notes-And-Announcements/2020/Apr/St-Lukes-Covid-19-Coronavirus-Announcement	-	83301	42.3	-114.5
575 Pole Line Rd. W., Twin Falls, Id, 83301	Twin Falls	Minidoka	Drive-Thru	10Am-6Pm, Daily	-	In An Effort To Help Manage Patient Flow In All Urgent Care, Emergency Department And Ambulatory Clinic Sites, There Will Be Standing Up Covid-19 Tents For Screening And Specimen Collection For Testing. The Tents Will Hold Supplies, And Patients Will Stay In Their Cars For Screening, Registration And Specimen Collection For Testing. Please Note: If Patients Arrive Needing Medical Care, They Will Be Directed Appropriately (E.G. Immediate Attention To Ed). If Patients Present And Don’T Meet The Criteria For Testing, They Will Be Sent Home To Conserve Resources. You Can Call The Triage Hotline Ahead Of Arrival To Ensure You Are Eligible For Testing.	-	-	St. Luke'S Surgery Center At The Magic Valley	(208) 381-9500	Idaho	Https://Www.Stlukesonline.Org/Blogs/St-Lukes/Notes-And-Announcements/2020/Apr/St-Lukes-Covid-19-Coronavirus-Announcement	-	83301	42.3	-114.5
575 Pole Line Rd. W., Twin Falls, Id, 83301	Twin Falls	Twin Falls	Drive-Thru	10Am-6Pm, Daily	-	In An Effort To Help Manage Patient Flow In All Urgent Care, Emergency Department And Ambulatory Clinic Sites, There Will Be Standing Up Covid-19 Tents For Screening And Specimen Collection For Testing. The Tents Will Hold Supplies, And Patients Will Stay In Their Cars For Screening, Registration And Specimen Collection For Testing. Please Note: If Patients Arrive Needing Medical Care, They Will Be Directed Appropriately (E.G. Immediate Attention To Ed). If Patients Present And Don’T Meet The Criteria For Testing, They Will Be Sent Home To Conserve Resources. You Can Call The Triage Hotline Ahead Of Arrival To Ensure You Are Eligible For Testing.	-	-	St. Luke'S Surgery Center At The Magic Valley	(208) 381-9500	Idaho	Https://Www.Stlukesonline.Org/Blogs/St-Lukes/Notes-And-Announcements/2020/Apr/St-Lukes-Covid-19-Coronavirus-Announcement	-	83301	42.3	-114.5
