address	city	county	facilityType	hours	instructions	lat	lng	name	phone	state	url	zip	zipCodeLat	zipCodeLng
2560 West Franklin Street, Baltimore, Md 21223	Baltimore	Baltimore	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Maryland	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	21223	39.28	-76.65
9305-9 Harford Road Carney, Md 21234	Baltimore	Baltimore	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Maryland	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	21234	39.39	-76.53
50 Eastrn Boulevard Essex, Md 02122	Baltimore	Baltimore	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Maryland	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	02122	42.29	-71.05
1800 Orleans St, Baltimore, Md 21287	Baltimore	Baltimore	Hospital	24 Hours	To Be Tested At This Facility, You Must Have A Doctor'S Referral.	-	-	John'S Hopkins Hospital	(410) 955-5000	Maryland	Https://Www.Hopkinsmedicine.Org/The_Johns_Hopkins_Hospital/	21287		
2504 North Charles Street Baltimore, Md 21218	Baltimore	Baltimore City	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Maryland	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	21218	39.33	-76.6
201 E University Pkwy, Baltimore, Md 21218	Baltimore	Baltimore City	Hospital	24 Hours	If You Are Experiencing Respiratory Symptoms, Please Call The Medstar Hospital Before Arrival Or Take Advantage Of Medstar Evisit. Please Do Not Go Directly To Your Doctor’S Office Or Emergency Department Without Calling First, Since Many Can Isolate At Home Without Being Evaluated In Person.	-	-	Medstar Union Memorial Hospital	(410) 554-2000	Maryland	Https://Www.Medstarunionmemorial.Org/	21218	39.33	-76.6
100 Hospital Rd, Prince Frederick, Md 20678	Prince Frederick	Calvert	Hospital	24 Hours	To Be Tested At This Facility, You Must Have A Doctor'S Referral.	-	-	Calverthealth Medical Center	(410) 535-4000	Maryland	Https://Www.Calverthealthmedicine.Org/	20678	38.51	-76.59
200 Memorial Ave, Westminster, Md 21157	Westminster	Carroll	Drive-Thru	12 Pm - 6 Pm, Every Day	To Be Tested At This Facility, You Must Have A Doctor'S Referral.	-	-	Carroll Hospital	(410) 848-3000	Maryland	Https://Www.Carrollhospitalcenter.Org/	21157	39.6	-77.0
6040 Sykesville Road, Eldersburg, Md 21784	Sykesville	Carroll	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Maryland	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	21784	39.4	-77.0
 106 Bow St, Elkton, Md 21921	Elkton	Cecil	Hospital	24 Hours	To Be Tested At This Facility, You Must Have A Doctor'S Referral.	-	-	Union Hospital Of Cecil County	(410) 398-4000	Maryland	Https://Www.Uhcc.Com/	21921	39.6	-75.9
4200 Altamont Place, White Plains, Md 20695	White Plains	Charles	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Maryland	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	20695	38.59	-76.99
5 Garrett Ave, La Plata, Md 20646	La Plata	Charles	Urgent Care	24 Hours	To Be Tested At This Facility, You Must Have A Doctor'S Referral.	-	-	University Of Maryland Charles Regional Medical Center	(301) 609-4000	Maryland	Https://Www.Umms.Org/Charles/Locations/Um-Charles-Regional-Medical-Center	20646	38.5	-77.0
8032 Liberty Road, Frederick, Md 21701	Frederick	Frederick	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Maryland	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	21701	39.46	-77.34
5414 Rotary Avenue, New Market, Md 21774	New Market	Frederick	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Maryland	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	21774	39.4	-77.29
3350 Worthington Road Urbana, Md 21704	Urbana	Frederick	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Maryland	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	21704	39.34	-77.38
1460B West Patrick Street Frederick, Md 21701	Frederick	Frederick	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Maryland	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	21701	39.46	-77.34
400 W 7Th St, Frederick, Md 21701	Frederick	Frederick	Hospital	9 Am Until Supplies Last	To Qualify For Covid-19 Testing At Our Facility You Will Need To Display Symptoms Such As Fever, Dry Cough, And Shortness Of Breath. All Patients Are Screened Upon Admission. You Do Not Need A Physician'S Referral To Be Tested At Our Facility. Across The Street From Frederick Health Hospital There Will Be Outdoor Covid-19 Testing Beginning At 9 A.M. And Continuing Until Supplies Last.	-	-	Frederick Health Hospital	(240) 566-3300	Maryland	Https://Www.Frederickhealth.Org/	21701	39.46	-77.34
251 N 4Th St, Oakland, Md 21550	Oakland	Garrett	-	24 Hours	To Be Tested At This Facility, You Must Have A Doctor'S Referral.	-	-	Garrett Regional Medical Center	(301) 533-4000	Maryland	-	21550	39.4	-79.4
228 Mountain Road Fallston, Md 21047	Fallston	Harford	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Maryland	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	21047	39.53	-76.45
1008 Pulaski Highway Havre De Grace, Md 21078	Havre De Grace	Harford	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Maryland	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	21078	39.56	-76.17
9396 Baltimore National Pike, Ellicot City, Md 21042	Ellicot City	Howard	Drive Thru	Mon-Fri: 6Pm-6:30Pm, Sat: 1Pm-1:30Pm	You Must Have An Appointment To Be Tested At This Drive-Thru Location. In Order To Schedule An Appointment, You Must Be Screened In A Telemedicine Visit First. Step1: Book A Video Visit (Telemedicine) With Any Of Our Drs. To Discuss If You Need A Covid-19 And Other Tests Too. Step2: Drive-Thru Testing, Staying In Your Car The Entire Time. We Will Do The Swab.  Please Remember You Need Telemedicine Appointment First! All Insurers Agreed To Cover The 100% Cost Of The Covid-Related Video-Visits (Telemedicine) And Our Self-Pay Price Remains $125. Test Results Will Take 5-7 Business Days. Please Stay In Your Car The Entire Time, You Will Not Exit Your Car For The Test, Please Keep Windows Up. We Will Need To See Your Id To Retrieve Your Test-Kit And Prevent Test-Result Mixup.	-	-	Allcare Family Medicine And Urgent Care Of Ellicott City	(410) 480-9110	Maryland	Https://Allcarefamilymed.Com/Coronavirus	21042	39.28	-76.9
8197 Westside Boulevard, Fulton, Md 20759	Fulton	Howard	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Maryland	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	20759	39.15	-76.92
Address: 5755 Cedar Ln, Columbia, Md 21044	Columbia	Howard	Hospital	24 Hours	To Be Tested At This Facility, You Must Have A Doctor'S Referral.	-	-	Howard County General Hospital	(410) 740-7890	Maryland	Https://Www.Hopkinsmedicine.Org/Howard_County_General_Hospital/	21044	39.2	-76.88
9901 Medical Center Dr, Rockville, Md 20850	Rockville	Montgomery	Drive-Thru	24 Hours	To Qualify For Covid-19 Testing From Our Institution, You Must Have A Doctor'S Referral Upon Arrival. If You Are Experiencing An Emergency, Please Call Our Emergency Department Before Arrival. There Will Be Tents Outside Our Hospital To Test For Covid-19. Tents Are Designed To Separate Emergency Cases From Covid-19 Cases And Free Up Hospital Beds.	-	-	Adventist Healthcare Shady Grove Medical Center	(240) 826-6000	Maryland	Https://Www.Adventisthealthcare.Com/Locations/Profile/Shady-Grove-Medical-Center/?Utm_Source=Local-Listing&Utm_Medium=Organic&Utm_Campaign=Website-Link	20850	39.09	-77.19
11890 Healing Way, Silver Spring, Md 20904	Silver Spring	Montgomery	Drive-Thru	24 Hours	To Qualify For Covid-19 Testing From Our Institution, You Must Have A Doctor'S Referral Upon Arrival. If You Are Experiencing An Emergency, Please Call Our Emergency Department Before Arrival. There Will Be Tents Outside Our Hospital To Test For Covid-19. Tents Are Designed To Separate Emergency Cases From Covid-19 Cases And Free Up Hospital Beds.	-	-	Adventist Healthcare White Oak Medical Center	(240) 637-4000	Maryland	Https://Www.Adventisthealthcare.Com/Locations/Profile/White-Oak-Medical-Center/?Utm_Source=Local-Listing&Utm_Medium=Organic&Utm_Campaign=Website-Link	20904	39.07	-76.98
7307 Macarthur Blvd, Bethesda, Md 20816	Bethesda	Montgomery	Drive-Thru	7 Pm - 7:30 Pm Monday - Saturday; 1 Pm - 1:30 Pm Sunday	You Must Have An Appointment To Be Tested At This Drive-Thru Location. In Order To Schedule An Appointment, You Must Be Screened In A Telemedicine Visit First. Drive-Thru Testing At Glen Echo, Md Site Can Be Scheduled After Your Video Visit (Telemedicine). We Will Be At Glen Echo Shopping Center Parking Lot, Mon-Fri: 7Pm-7:30Pm, Sat: 1Pm-1:30Pm. You Will Stay In Your Car The Entire Time, You Will Not Exit Your Car For The Test. Please Keep Windows Up And Heat Down. We Will Need To See Your Id To Retrieve Your Test-Kit And Prevent Test-Result Mixup.	-	-	Allcare Family Medicine And Urgent Care	(301) 825-8880	Maryland	Https://Allcarefamilymed.Com/Coronavirus	20816	38.95	-77.12
799 Rockville Pike, Rockville, Md 20852	Rockville	Montgomery	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Maryland	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	20852	39.05	-77.12
