address	city	county	facilityType	hours	instructions	lat	lng	name	phone	state	url	zip	zipCodeLat	zipCodeLng
1245 Washington Ave, Detroit Lakes, Mn 56501	Detroit Lakes	Becker	Drive Up	Weekday Hours : 8:00 A.M. - 5:00 P.M., Weekend Hours : Saturday: 8:30 A.M. - 12:00 P.M	Accepting Asymptomatic Patients Who May Be Contacts Of Infected Patients (Yes, With Mask, Call Ahead), Accepting Any Symptomatic Patient (Yes, With Mask, Call Ahead)	-	-	Detroit Lakes Clinic - Sanford Health	(218) 846-2000	Minnesota	Https://Mn.Gov/Covid19/For-Minnesotans/If-Sick/Testing-Locations/	56501	46.8	-95.7
115 W 2Nd St, Graceville, Mn 56240	Graceville	Big Stone	E-Visit	Weekday Hours : 8:00 A.M. - 3:00 P.M., Weekend Hours : By Appointment Only After E-Visit	Accepting Asymptomatic Patients Who May Be Contacts Of Infected Patients, Accepting Any Symptomatic Patient	-	-	Essentia Health	(320) 748-7223	Minnesota	Https://Mn.Gov/Covid19/For-Minnesotans/If-Sick/Testing-Locations/	56240	45.5	-96.4
101 Martin Luther King Jr Dr, Mankato, Mn 56001	Mankato	Blue Earth	Drive-Thru	Weekday Hours : 9:00 A.M. - 5:00 P.M., Weekend Hours : 9:00 A.M. - 5:00 P.M.	Accepting Asymptomatic Patients Who May Be Contacts Of Infected Patients, Accepting Any Symptomatic Patient	-	-	Mankato Eastridge - Mayo Clinic	(833) 558-757	Minnesota	Https://Mn.Gov/Covid19/For-Minnesotans/If-Sick/Testing-Locations/	56001	44.1	-94.0
625 N Jackson Ave, Springfield, Mn 56087	Springfield	Brown	Clinic	8 Am - 2Pm Monday - Friday	You May Be Tested At This Location If You Have Developed Symptoms Such As Fever, Cough, And/Or Difficulty Breathing. Please Call (507) 723-6201 To Set Up An Appointment.	-	-	Allina Health Springfield Clinic	(507) 723-6201	Minnesota	Https://Mn.Gov/Covid19/For-Minnesotans/If-Sick/Testing-Locations/Index.Jsp	56087	44.2	-95.0
1324 5Th Street N, New Ulm, Mn 56073	New Ulm	Brown	Clinic	Weekday Hours : 8:00 A.M. - 7:00 P.M., Weekend Hours : 8:00 A.M. - 3:00 P.M.	By Appointment. Accepting Asymptomatic Patients Who May Be Contacts Of Infected Patients. Accepting Any Symptomatic Patient	-	-	New Ulm Medical Center - Allina Health	(507) 217-5000	Minnesota	Https://Mn.Gov/Covid19/For-Minnesotans/If-Sick/Testing-Locations/	56073	44.3	-94.5
400 4Th Ave Nw, Sleepy Eye, Mn 56085	Sleepy Eye	Brown	Drive-Thru	Weekday Hours : 9:00 A.M. - 5:00 P.M., Weekend Hours : Unavailable	By Appointment Or Drive-Up. Accepting Asymptomatic Patients Who May Be Contacts Of Infected Patients. Accepting Any Symptomatic Patient	-	-	Sleepy Eye Medical Center	(507) 794-3571	Minnesota	Https://Mn.Gov/Covid19/For-Minnesotans/If-Sick/Testing-Locations/	56085	44.3	-94.7
625 N Jackson Ave, Springfield, Mn 56087	Springfield	Brown	Clinic	Weekday Hours : 8:00 A.M. - 2:00 P.M., Weekend Hours : Unavailable	By Appointment. Accepting Asymptomatic Patients Who May Be Contacts Of Infected Patients. Accepting Any Symptomatic Patient	-	-	Springfield Clinic - Allina Health	(507) 723-6201	Minnesota	Https://Mn.Gov/Covid19/For-Minnesotans/If-Sick/Testing-Locations/	56087	44.2	-95.0
512 Skyline Blvd, Cloquet, Mn 55720	Cloquet	Carlton	Drive Up	Weekday Hours : 9:00 A.M. - 6:00 P.M., Weekend Hours : Unavailable	By Appointment Or Drive Up. Accepting Symptomatic Patients Over Age 65, Accepting Symptomatic Patients Living In Or Recently In Congregate Care, Accepting Symptomatic Patients Who Are Experiencing Homelessness, Accepting Symptomatic Dialysis Patients, Accepting Symptomatic Health Care Workers And/Or Their Symptomatic Family, Accepting All Symptomatic Patients With Underlying Medical Conditions, Accepting Symptomatic First Responders, Accepting Symptomatic Child Care Workers, Accepting Symptomatic Transportation Workers, Accepting Symptomatic Grocery/Food Production Workers, Accepting Symptomatic Utility Workers	-	-	Community Memorial Hospital	(218) 879-4641	Minnesota	Https://Mn.Gov/Covid19/For-Minnesotans/If-Sick/Testing-Locations/	55720	46.7	-92.5
7765 Galpin Boulevard	Chanhassen	Carver	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Minnesota	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	55317	44.86	-93.55
345 10Th Ave, Granite Falls, Mn 56241	Granite Falls	Chippewa	Urgent Care	24 Hours	Testing Available For Emergency Cases, Otherwise, Please Call (877) 282-8978 To Be Directed To A Drive-Thru Location.	-	-	Avera Granite Falls	(320) 564-6200	Minnesota	Https://Mn.Gov/Covid19/For-Minnesotans/If-Sick/Testing-Locations/Index.Jsp	56241	44.8	-95.6
1412 Main St, Hawley, Mn 56549	Hawley	Clay	Drive Up	Weekday Hours : 8:00 A.M. - 5:00 P.M., Weekend Hours : Unavailable	Accepting Asymptomatic Patients Who May Be Contacts Of Infected Patients (Yes, With Mask, Call Ahead), Accepting Any Symptomatic Patient (Yes, With Mask, Call Ahead)	-	-	Hawley Clinic - Sanford Health	(218) 483-3564	Minnesota	Https://Mn.Gov/Covid19/For-Minnesotans/If-Sick/Testing-Locations/	56549	46.9	-96.3
513 5Th Ave W, Grand Marais, Mn 55604	Grand Marais	Cook	Drive-Thru	Weekday Hours : 8:00 A.M. - 5:00 P.M., Weekend Hours : Saturday: 8:00 A.M. - 12:00 P.M.	By Appointment Or Drive-Up. Accepting Asymptomatic Patients Who May Be Contacts Of Infected Patients. Accepting Any Symptomatic Patient	-	-	Sawtooth Mountain Clinic	(218) 387-2330	Minnesota	Https://Mn.Gov/Covid19/For-Minnesotans/If-Sick/Testing-Locations/	55604	48.0	-90.5
13060 Isle Dr, Baxter, Mn 56425	Baxter	Crow Wing	Drive-Up	Weekday Hours : 8:00 A.M. - 7:00 P.M., Weekend Hours : 9:00 A.M. - 3:30 P.M.	Accepting Symptomatic Patients Over Age 65, Accepting Symptomatic Patients Living In Or Recently In Congregate Care, Accepting Symptomatic Patients Who Are Experiencing Homelessness, Accepting Symptomatic Dialysis Patients, Accepting Symptomatic Health Care Workers And/Or Their Symptomatic Family, Accepting All Symptomatic Patients With Underlying Medical Conditions, Accepting Symptomatic First Responders, Accepting Symptomatic Child Care Workers	-	-	Baxter Clinic - Essentia Health	(800) 494-836	Minnesota	Https://Mn.Gov/Covid19/For-Minnesotans/If-Sick/Testing-Locations/	56425	46.34	-94.27
1285 Nininger Rd, Hastings, Mn 55033	Hastings	Dakota	Clinic	8 Am - 4:30 Pm Monday - Friday	You May Be Tested At This Location If You Have Developed Symptoms Such As Fever, Cough, And/Or Difficulty Breathing. Please Call (651) 480-4200 To Set Up An Appointment.	-	-	Allina Health Hastings Nininger Road Clinic	(651) 480-4200	Minnesota	Https://Mn.Gov/Covid19/For-Minnesotans/If-Sick/Testing-Locations/Index.Jsp	55033	44.7	-92.9
4241 Johnny Cake Ridge Road Eagan, Mn 55122	Eagan	Dakota	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Minnesota	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	55122	44.81	-93.2
1411 Vermillion Street Hastings, Mn 55033	Hastings	Dakota	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Minnesota	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	55033	44.7	-92.9
18484 Kachina Ct, Lakeville, Mn 55044	Lakeville	Dakota	Drive-Thru	Weekday Hours : 8:00 A.M. - 5:00 P.M., Weekend Hours : 9:00 A.M. - 1:00 P.M.	Accepting Any Symptomatic Patient (Yes, Effective 04/27/2020), Accepting Symptomatic Patients Over Age 65 (Yes, Effective 04/27/2020), Accepting Symptomatic Patients Who Are Experiencing Homelessness (Yes, Effective 05/04/2020), Accepting All Symptomatic Patients With Underlying Medical Conditions (Yes, Effective 04/27/2020), Accepting Symptomatic Transportation Workers (Yes, Effective 04/27/2020), Accepting Symptomatic Grocery/Food Production Workers (Yes, Effective 04/27/2020), Accepting Symptomatic Utility Workers (Yes, Effective 04/27/2020)	-	-	Park Nicollet Lakeville Clinic - Healthpartners	(952) 993-8800	Minnesota	Https://Mn.Gov/Covid19/For-Minnesotans/If-Sick/Testing-Locations/	55044	44.6	-93.3
1527 Broadway St, Alexandria, Mn 56308	Alexandria	Douglas	Drive-Up	Weekday Hours : 8:00 A.M. - 5:00 P.M., Weekend Hours : Saturday: 9:00 A.M. - 12:00 P.M.	Accepting Asymptomatic Patients Who May Be Contacts Of Infected Patients (Yes, With Mask, Call Ahead), Accepting Any Symptomatic Patient (Yes, With Mask, Call Ahead)	-	-	Alexandria Clinic - Sanford Health	(320) 762-399	Minnesota	Https://Mn.Gov/Covid19/For-Minnesotans/If-Sick/Testing-Locations/	56308	45.9	-95.4
 1527 Broadway St, Alexandria, Mn 56308	Alexandria	Douglas	Drive-Thru	8 Am - 5 Pm Monday - Friday	You May Be Tested At This Location If You Have Developed Symptoms Such As Fever, Cough, And/Or Difficulty Breathing. Please Call (320) 762-0399 To Set Up An Appointment.	-	-	Alexandria Clinic - Sanford Health	(320) 762-0399	Minnesota	Https://Mn.Gov/Covid19/For-Minnesotans/If-Sick/Testing-Locations/Index.Jsp	56308	45.9	-95.4
111 17Th Ave E, Alexandria, Mn 56308	Alexandria	Douglas	Drive-Thru	10 Am - 6 Pm Monday - Friday	You May Be Tested At This Location If You Have Developed Symptoms Such As Fever, Cough, And/Or Difficulty Breathing. Please Call (320) 763-5123 To Set Up An Appointment.	-	-	Alexandria Clinic Alomere Health - Alomere Health	(320) 763-5123	Minnesota	Https://Mn.Gov/Covid19/For-Minnesotans/If-Sick/Testing-Locations/Index.Jsp	56308	45.9	-95.4
111 17Th Ave E, Alexandria, Mn 56308	Alexandria	Douglas	Drive-Up	Weekday Hours : 1:00 P.M. - 6:00 P.M., Weekend Hours : Saturday: 1:00 P.M. - 6:00 P.M.; Sunday 1:00 P.M. - 3:00 P.M.	By Appointment Only. Accepting Any Symptomatic Patient	-	-	Alomere Health Hospital-Alomere Health	(320) 763-5123	Minnesota	Https://Mn.Gov/Covid19/For-Minnesotans/If-Sick/Testing-Locations/	56308	45.9	-95.4
100 State Ave, Faribault, Mn 55021	Faribault	Faribault	Clinic	8 Am - 4:30 Pm Monday - Friday	Please Call To Confirm Testing Instructions.	-	-	Allina Health Faribault Clinic	(507) 334-3921	Minnesota	Https://Mn.Gov/Covid19/For-Minnesotans/If-Sick/Testing-Locations/Index.Jsp	55021	44.3	-93.3
515 S Moore St, Blue Earth, Mn 56013	Blue Earth	Faribault	Clinic	Weekday Hours : 8:00 A.M. - 5:00 P.M., Weekend Hours : Unavailable	By Appointment. Accepting Symptomatic Patients Living In Or Recently In Congregate Care, Accepting Symptomatic Dialysis Patients, Accepting Symptomatic Health Care Workers And/Or Their Symptomatic Family, Accepting All Symptomatic Patients With Underlying Medical Conditions, Accepting Symptomatic First Responders, Accepting Symptomatic Child Care Workers, Accepting Symptomatic Grocery/Food Production Workers	-	-	United Hospital District	(507) 526-3273	Minnesota	Https://Mn.Gov/Covid19/For-Minnesotans/If-Sick/Testing-Locations/	56013	43.6	-94.1
109 Jesse St, Rushford, Mn 55971	Rushford	Fillmore	Clinic	Weekday Hours : 8:00 A.M. - 4:30 P.M., Weekend Hours : Unavailable	Walk-Ins Accepted. Accepting Asymptomatic Patients Who May Be Contacts Of Infected Patients. Accepting Any Symptomatic Patient	-	-	Winona Health - Rushford Clinic - Winona Health Services	(507) 864-7709	Minnesota	Https://Mn.Gov/Covid19/For-Minnesotans/If-Sick/Testing-Locations/	55971	43.8	-91.8
1705 Se Broadway Ave, Albert Lea, Mn 56007	Albert Lea	Freeborn	Drive-Up	Weekday Hours : 10:00 A.M. - 6:00 P.M., Weekend Hours : 10:00 A.M. - 6:00 P.M.	Accepting Asymptomatic Patients Who May Be Contacts Of Infected Patients, Accepting Any Symptomatic Patient	-	-	Albert Lea - Mayo Clinic	(833) 558-757	Minnesota	Https://Mn.Gov/Covid19/For-Minnesotans/If-Sick/Testing-Locations/	56007	43.7	-93.3
1705 Se Broadway Ave, Albert Lea, Mn 56007	Albert Lea	Freeborn	Drive-Thru	10 Am - 6 Pm Monday - Friday	You May Be Tested At This Location If You Have Developed Symptoms Such As Fever, Cough, And/Or Difficulty Breathing. Please Call (507) 293-9525 To Set Up An Appointment.	-	-	Albert Lea - Mayo Clinic	(507) 293-9525	Minnesota	Https://Mn.Gov/Covid19/For-Minnesotans/If-Sick/Testing-Locations/Index.Jsp	56007	43.7	-93.3
1407 West 4Th St, Red Wing, Mn 55066	Red Wing	Goodhue	Drive-Thru	Weekday Hours : 10:00 A.M. - 6:00 P.M., Weekend Hours : 10:00 A.M. - 6:00 P.M.	Drive-Up. Accepting Asymptomatic Patients Who May Be Contacts Of Infected Patients. Accepting Any Symptomatic Patient	-	-	Red Wing - Mayo Clinic	(833) 558-757	Minnesota	Https://Mn.Gov/Covid19/For-Minnesotans/If-Sick/Testing-Locations/	55066	44.5	-92.5
1411 Hwy 79 E, Elbow Lake, Mn 56531	Elbow Lake	Grant	Clinic	Weekday Hours : 8:00 A.M. - 5:00 P.M., Weekend Hours : Saturday: 8:00 P.M. - 12:00 P.M.	By Appointment To Resp.Clinic Or Drive-Up. Accepting Any Symptomatic Patient,	-	-	Prhhs Elbow Lake Clinic - Prairie Ridge Hospital And Health Services	(218) 685-7300	Minnesota	Https://Mn.Gov/Covid19/For-Minnesotans/If-Sick/Testing-Locations/	56531	46.0	-96.0
7840 Vinewood Ln N, Maple Grove, Mn 55369	Maple Grove	Hennepin	Clinic	8 Am - 4 Pm Monday - Friday	You May Be Tested At This Location If You Have Developed Symptoms Such As Fever, Cough, And/Or Difficulty Breathing. Please Call (763) 236-0200 To Set Up An Appointment.	-	-	Allina Health Maple Grove Clinic	(763) 236-0200	Minnesota	Https://Mn.Gov/Covid19/For-Minnesotans/If-Sick/Testing-Locations/Index.Jsp	55369	45.13	-93.46
7920 Old Cedar Ave S, Bloomington, Mn 55425	Bloomington	Hennepin	Clinic	Weekday Hours : 8:00 A.M. - 4:30 P.M., Weekend Hours : Unavailable	Accepting Symptomatic Patients Living In Or Recently In Congregate Care, Accepting Symptomatic Health Care Workers And/Or Their Symptomatic Family, Accepting Symptomatic First Responders	-	-	Bloomington Clinic - Allina Health	(952) 428-1800	Minnesota	Https://Mn.Gov/Covid19/For-Minnesotans/If-Sick/Testing-Locations/	55425	44.84	-93.23
2001 Bloomington Ave, Minneapolis, Mn 55404	Minneapolis	Hennepin	Drive Up	Weekday Hours : 8:00 A.M. - 4:30 P.M., Weekend Hours : Unavailable	By Appointment Or Drive-Up Or Walk-In. Accepting Asymptomatic Patients Who May Be Contacts Of Infected Patients, Accepting Any Symptomatic Patient (Yes, Virtual If Possible.)	-	-	Community-University Health Care Center	(612) 301-3433	Minnesota	Https://Mn.Gov/Covid19/For-Minnesotans/If-Sick/Testing-Locations/	55417	44.9	-93.23
4140 Road 101 North Plymouth, Mn 55446	Plymouth	Hennepin	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Minnesota	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	55446	45.04	-93.49
8251 Columbine Road	Eden Prairie	Hennepin	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Minnesota	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	55344	44.86	-93.44
1315 E 24Th St, Minneapolis, Mn 55404	Minneapolis	Hennepin	Clinic	Weekday Hours : 9:00 A.M - 5:00 P.M., Weekend Hours : Unavailable	Accepting Asymptomatic Patients Who May Be Contacts Of Infected Patients, Accepting Any Symptomatic Patient, Accepting Symptomatic Patients Who Are Experiencing Homelessness (Yes, Need Telehealth Visit)	-	-	Indian Health Board	(612) 721-9800	Minnesota	Https://Mn.Gov/Covid19/For-Minnesotans/If-Sick/Testing-Locations/	55404	44.96	-93.26
600 W 98Th St, Bloomington, Mn 55420	Bloomington	Hennepin	Clinic	Weekday Hours : 9:00 A.M. - 4:30 P.M., Weekend Hours : 9:00 A.M. - 4:30 P.M.	By Appointment, Accepting Symptomatic Patients Living In Or Recently In Congregate Care, Accepting Symptomatic Dialysis Patients, Accepting Symptomatic Health Care Workers And/Or Their Symptomatic Family (Yes - Health Care Worker), Accepting Symptomatic First Responders	-	-	M Health Fairview Clinic - Oxboro - M Health Fairview	(855) 324-7843	Minnesota	Https://Mn.Gov/Covid19/For-Minnesotans/If-Sick/Testing-Locations/	55420	44.83	-93.27
7840 Vinewood Ln N, Maple Grove, Mn 55369	Maple Grove	Hennepin	Clinic	Weekday Hours : 8:00 A.M. - 12:00 P.M., Weekend Hours : Unavailable	By Appointment, Accepting Symptomatic Patients Living In Or Recently In Congregate Care, Accepting Symptomatic Health Care Workers And/Or Their Symptomatic Family, Accepting Symptomatic First Responders	-	-	Maple Grove Clinic - Allina Health	(763) 236-200	Minnesota	Https://Mn.Gov/Covid19/For-Minnesotans/If-Sick/Testing-Locations/	55369	45.13	-93.46
9875 Hospital Dr, Maple Grove, Mn 55369	Maple Grove	Hennepin	Clinic	Weekday Hours : 8:00 A.M. - 4:00 P.M., Weekend Hours : Unavailable	Accepting Any Symptomatic Patient	-	-	Maple Grove Hospital - North Memorial Health	-	Minnesota	Https://Mn.Gov/Covid19/For-Minnesotans/If-Sick/Testing-Locations/	55369	45.13	-93.46
