address	city	county	facilityType	hours	instructions	lat	lng	name	phone	state	url	zip	zipCodeLat	zipCodeLng
5360 Highland Road, Baton Rouge, La 70808	Baton Rouge	East Baton Rouge	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Louisiana	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	70808	30.43	-91.16
1214 Main Street Baker, La 70714	Baker	East Baton Rouge	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Louisiana	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	70714	30.59	-91.13
3384 Government Street Baton Rouge, La 70806	Baton Rouge	East Baton Rouge	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Louisiana	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	70806	30.45	-91.12
7411 Florida Boulevard Baton Rouge, La 70806	Baton Rouge	East Baton Rouge	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Louisiana	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	70806	30.45	-91.12
12880 Airline Highway Baton Rouge, La 70817	Baton Rouge	East Baton Rouge	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Louisiana	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	70817	30.38	-90.97
9326 Burbank Drive Baton Rouge, La 70820	Baton Rouge	East Baton Rouge	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Louisiana	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	70820	30.39	-91.18
950 E Washington St, Baton Rouge, La 70802	Baton Rouge	East Baton Rouge	Health Department	Currently Closed.	Currently Not Open. This Location Has Run Out Of Test Kits.	-	-	Metro Health Education	(225) 338-9333	Louisiana	Https://Www.Brla.Gov/Alertcenter.Aspx	70802	30.43	-91.18
5131 O'Donovan Drive Baton Rouge, La 70808	Baton Rouge	East Baton Rouge	Clinic	By Appointment Only.	Testing At This Site Is By Appointment Only And Is Only For Patients In The Lake Health System. Those Who Wish To Be Tested Must Call The Phone Number Listed To Get A Referral From A Doctor.	-	-	Our Lady Of The Lake Pediatrics	(225) 765-5500	Louisiana	Https://Www.Wafb.Com/2020/03/18/Testing-Centers-Where-Get-Tested-Covid-Baton-Rouge-Area/	70808	30.43	-91.16
2000 Segnette Blvd, Westwego La 70094	Westwego	Jefferson	Drive-Thru	8Am-6Pm, Daily.	This Stie Screens Those Looking To Get Tested For Fever And Cough Upon Arrival. Please Bring Proof Of Residence Via A Valid Id Or Other Documentation Such As A Utility Bill. Open To Paitents 18 Years And Older.	-	-	Alario Center	-	Louisiana	Https://Docs.Google.Com/Spreadsheets/D/18Vys3Y5Owxbxnd5Sw0Yb2R4Lcfoxh1Erwbayi2Zwlmu/Edit#Gid=80312056	70094	29.92	-90.2
2105 Cleary Avenue, Metairie, La 70001	Metairie	Jefferson	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Louisiana	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	70001	29.98	-90.16
1101 Medical Center Blvd, Marrero, La 70072	Marrero	Jefferson	Drive-Thru	Hotline Open 8Am-11Pm. Screening Center Is Open 7 Days A Week From 12Pm-8Pm.	Anyone Experiencing Symptoms Is Encouraged To Call The Hotline At: 504-962-6202. If Further Evaluation Is Deemed Necessary Patients Will Be Instructed To Vist The Drive Through Screening Center. Patients Are Asked To Bring Valid Id And Insurance Card.	-	-	West Jeff Medical Center- Marrero	(504) 962-6202	Louisiana	Https://Docs.Google.Com/Spreadsheets/D/18Vys3Y5Owxbxnd5Sw0Yb2R4Lcfoxh1Erwbayi2Zwlmu/Edit#Gid=80312056	70072	29.83	-90.15
705 Bertrand Dr, Lafayette, La 70506	Lafayette	Lafayette	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Louisiana	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	70506	30.19	-92.08
1326 West Pinhook Road Lafayette, La 70503	Lafayette	Lafayette	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Louisiana	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	70503	30.17	-92.06
5044 Ambassador Caffrey Parkway Lafayette, La 70508	Lafayette	Lafayette	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Louisiana	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	70508	30.16	-92.03
444 Cajundome Blvd, Lafayette, La 70506	Lafayette	Lafayette	Drive-Thru	8:30 Am - 10:30 Am, Daily	Residents Should First Call 311 To Speak With A Healthcare Professional. It Will Then Be Determined If They Should Contact Their Pcp, Visit An Urgent Care Facility Or Emergency Room, Or Go To The Cajundome For Further Screening. Once There, Residents Will Be Screened For Possible Symptoms. If So, They Will First Be Tested For The Flu. If That Test Comes Back Negative, They Will Be Tested For Covid-19. In Addition To 311, Lcg Has Set Up An Alternate Line For Phone Screening At (337) 534-Test. Residents Should Bring A Picture Id And Insurance Card To Be Tested For The Flu Or Covid-19. Screening And Testing Services Are Free. The Site Is Only For Individuals In High Risk Groups Who Have Symptoms. People Who Are 60 Or Older, Immune Compromised, On Dialysis, Have Cancer And Are Immune Compromised And Have Symptoms Will Be Screened At The Location. The Screening Is Not Intended For People Who Are Young And Healthy Or Are In The High Risk Groups But Have No Symptoms.	-	-	The Cajundome	(337) 534-8378	Louisiana	Http://Www.Lafayettela.Gov/Siteassets/Files/Screeningsite-2.Pdf	70506	30.19	-92.08
602 N Acadia Rd, Thibodaux, La 70301	Thibodaux	Lafourche	Drive-Thru	Call To Confirm	The Thibodaux Regional Health System Is An Option For Louisiana Coronavirus Drive-Thru Testing Outside Of New Orleans.	-	-	Thibodaux Regional Health System	(985) 447-5500	Louisiana	Https://Www.Tomsguide.Com/News/Drive-Through-Coronavirus-Testing-Locations-Where-To-Go-In-Your-State#Washington-Coronavirus-Drive-Through-Testing	70301	29.8	-90.7
640 South Range Avenue Denham Springs, La 70726	Denham Springs	Livingston	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Louisiana	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	70726	30.4	-90.9
1400 Teche Street, New Orleans, La 70114	New Orleans	Orleans	Health Clinic	By Appointment Only.	Only Those Who Are First Screened For The Cdc'S Specific Criteria By Their Doctor Or By The Health Department Will Be Referred For Testing.	-	-	Common Ground Health Clinic - Algiers	(504) 361-9800	Louisiana	Https://Ready.Nola.Gov/Incident/Coronavirus/Resources/#Testing	70114	29.93	-90.03
1631 Elysian Fields Ave, New Orleans, La 70117	New Orleans	Orleans	Drive-Thru/Walk-Up	8:30Am-5Pm, Monday-Friday	All Clients Are Asked To Please Call Ahead Before Visit Any Crescentcare Site. 1631 Elysian Fields Location Will Provide Walk-In Testing From 9Am-4Pm If Patient Presents With Fever And One Of The Following 3 Symptoms: Cough Or Shortness Of Breath Or Sore Throat. Please Bring Picture Id And Insurance Card.	-	-	Crescent Care	(504) 821-2601	Louisiana	Https://Docs.Google.Com/Spreadsheets/D/18Vys3Y5Owxbxnd5Sw0Yb2R4Lcfoxh1Erwbayi2Zwlmu/Edit#Gid=80312056	70117	29.97	-90.03
4401 South Claiborne, New Orleans, La 70125	New Orleans	Orleans	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Louisiana	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	70125	29.95	-90.1
1600  Elysian Fields Avenue, New Orleans, La 70117	New Orleans	Orleans	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Louisiana	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	70117	29.97	-90.03
3621 General De Gaulle Drive New Orleans, La 70131	New Orleans	Orleans	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Louisiana	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	70131	29.91	-89.96
5620 Read Blvd, New Orleans La 70127	New Orleans	Orleans	Screening Hotline	9Am-5Pm, Monday-Friday	Patients Experiencing Symptoms Of Fever Over 100.4, Cough, Body Aches, Sore Through, Runny Nose, Etc, Are Asked To Call The Hotline #: 504-962-6202. Screening Will Take Place Over The Phone And If Further Evaluation Is Needed, Patients Will Be Directed To The Drive Through Testing Center. Please Bring A Valid Id And Insurance Card.	-	-	New Orleans East Hospital	(504) 962-6202	Louisiana	Https://Docs.Google.Com/Spreadsheets/D/18Vys3Y5Owxbxnd5Sw0Yb2R4Lcfoxh1Erwbayi2Zwlmu/Edit#Gid=80312056	70127	30.03	-89.97
1401 Jefferson Hwy, Jefferson, La 70121	Jefferson	Orleans	Drive-Thru	By Appointment Only.	Ochsner Patients Only - Orders Come Through The Electronic Medical Record System.	-	-	Oschner Center For Primary Care And Wellness	-	Louisiana	Https://Docs.Google.Com/Spreadsheets/D/18Vys3Y5Owxbxnd5Sw0Yb2R4Lcfoxh1Erwbayi2Zwlmu/Edit#Gid=80312056	70121	29.96	-90.16
1900 Gravier St, New Orleans, La 70112	New Orleans	Orleans	Drive-Thru	8Am-4:30Pm, Monday - Friday	Testing At This Site Is By Appointment Only And Is Only For Patients In The Ochsner Lsu Health System. You Must Have A Ochsner Lsu Health Doctor'S Order To Be Tested.	-	-	Oschner- Lsu Health Shreveport	(318) 626-0050	Louisiana	Https://Www.Arklatexhomepage.Com/News/Local-News/Drive-Thru-Coronavirus-Testing-Available-With-Doctors-Order/	70112	29.96	-90.08
6801 Franklin Ave, New Orleans La 70122	New Orleans	Orleans	Drive-Thru	8Am-4Pm, Monday-Friday	This Stie Screens Those Looking To Get Tested For Fever And Cough Upon Arrival. Please Bring Picture Id And Insurance Card. Open To Patients 18 Years And Older.	-	-	Uno Lakefront	-	Louisiana	Https://Docs.Google.Com/Spreadsheets/D/18Vys3Y5Owxbxnd5Sw0Yb2R4Lcfoxh1Erwbayi2Zwlmu/Edit#Gid=80312056	70122	30.01	-90.07
6801 Franklin Ave, New Orleans, La 70122	New Orleans	Orleans	Drive-Thru	Not Specified	Call To Confirm	-	-	University Of New Orleans Lakefront Arena	(504) 280-7171	Louisiana	Https://Www.Tomsguide.Com/News/Drive-Through-Coronavirus-Testing-Locations-Where-To-Go-In-Your-State#Washington-Coronavirus-Drive-Through-Testing	70122	30.01	-90.07
