address	city	county	facilityType	hours	instructions	lat	lng	name	phone	state	url	zip	zipCodeLat	zipCodeLng
5147 S. Ashland Ave. Chicago, Il 60609	Chicago	Cook	Clinic	8Am-12Pm, Daily	Requirements:All Access Covid-19 Testing Sites Are Open From 8:00 A.M. - 12:00 P.M. With The First Hour Of The Day (8:00 A.M. - 9:00 A.M.) Reserved For Community Residents Over The Age Of 65 Or Any Adult That Needs Additional Assistance. We Do Not Accept Walk-Ins. There Is No Charge To Patients For This Test. If You Are Insured, Your Insurance Plan Will Be Charged For The Telehealth Visit. However, You Will Not Pay Any Out-Of-Pocket Costs. As An Fqhc, Access Will Not Turn Away Any Patients That Are Uninsured Or Unable To Pay. You Will Receive Results Within 2 - 4 Business Days.	-	-	Access Covid-19 Ashland Testing Site	(800) 836-7634	Illinois	Www.Achn.Net	60609	41.81	-87.66
5907 W 63Rd Street Chicago, Il 60638	Chicago	Cook	Urgent Care	10Am-6Pm, Monday-Friday	Requirements:No Requirements	-	-	Advanced Urgent Care	(773) 585-4032	Illinois	Https://24Advancedcare.Com/	60638	41.78	-87.77
4440 W 95Th St, Oak Lawn, Il 60453	Oak Lawn	Cook	Hospital	Open 24Hrs	You Can Be Tested If If You Have Received Proper Permission From The Local Health Department Or A Physician. You Must Call Ahead To Determine If You Meet The Specific Criteria. Call 866-443-2584 If You Think You’Ve Been Exposed To Covid-19 Or Are Experiencing Symptoms.	-	-	Advocate Christ Medical Center	(866)-443-2584	Illinois	Https://Www.Advocateaurorahealth.Org/Coronavirus-Disease-2019?_Ga=2.246351437.858872302.1584545149-1056560988.1582056373&_Gac=1.22568393.1582056373.Cj0Kcqias67Ybrc7Arisaf49Cdufyaqxm0Vbtb-Lfrn86Dcmnevam2Undwfxgc3Epr7Jopwr-Jrnpmiaanrmealw_Wcb	60453	41.71	-87.76
450 W Highway 22, Barrington, Il 60010	Barrington	Cook	Hospital	Open 24Hrs	You Can Be Tested If If You Have Received Proper Permission From The Local Health Department Or A Physician. You Must Call Ahead To Determine If You Meet The Specific Criteria.	-	-	Advocate Good Shepherd Hospital	(847) 381-0123	Illinois	Https://Www.Advocateaurorahealth.Org/Coronavirus-Disease-2019?_Ga=2.246351437.858872302.1584545149-1056560988.1582056373&_Gac=1.22568393.1582056373.Cj0Kcqias67Ybrc7Arisaf49Cdufyaqxm0Vbtb-Lfrn86Dcmnevam2Undwfxgc3Epr7Jopwr-Jrnpmiaanrmealw_Wcb	60010	42.2	-88.2
1775 Dempster Street, Park Ridge, Il 60068	Park Ridge	Cook	Hospital	Open 24Hrs	You Can Be Tested If If You Have Received Proper Permission From The Local Health Department Or A Physician. You Must Call Ahead To Determine If You Meet The Specific Criteria. Call 866-443-2584 If You Think You’Ve Been Exposed To Covid-19 Or Are Experiencing Symptoms.	-	-	Advocate Lutheran General In Park Ridge	(866) 443-2584	Illinois	Https://Www.Advocateaurorahealth.Org/Coronavirus-Disease-2019?_Ga=2.246351437.858872302.1584545149-1056560988.1582056373&_Gac=1.22568393.1582056373.Cj0Kcqias67Ybrc7Arisaf49Cdufyaqxm0Vbtb-Lfrn86Dcmnevam2Undwfxgc3Epr7Jopwr-Jrnpmiaanrmealw_Wcb	60068	42.02	-87.84
2501 W Peterson Avenue Chicago, Il 60659	Chicago	Cook	Clinic	9Am-5Pm, Monday-Friday	Requirements:Tele-Visit With Provider And Then Will Be Scheduled For Testing. Www.Ahsfhc.Org	-	-	Ahs Family Health Center	(800) 597-5078	Illinois	Https://Www.Dph.Illinois.Gov/Covid19/Covid-19-Testing-Sites#	60659	41.99	-87.7
8800 Lockwood Avenue Skokie, Il 60077	Skokie	Cook	Urgent Care	9Am-5Pm, Monday-Friday	Requirements:Tele-Visit With Provider And Then Will Be Scheduled For Testing. Www.Ahsfhc.Org	-	-	Ahs Family Health Center	(800) 597-5078	Illinois	Https://Www.Dph.Illinois.Gov/Covid19/Covid-19-Testing-Sites#	60077	42.04	-87.75
966 W. 21St Street Chicago, Il 60608	Chicago	Cook	Clinic	8:30Am-5Pm, Monday-Friday; 9Am-3Pm, Saturday	Requirements:Must Call For Screening Prior To Scheduling Appointment.	-	-	Alivio: Pilsen	(773) 254-1400	Illinois	Https://Www.Dph.Illinois.Gov/Covid19/Covid-19-Testing-Sites#	60608	41.85	-87.68
5001 S. Michigan Avenue Chicago, Il 60615	Chicago	Cook	Clinic	9Am-5Pm, Tuesday-Wednesday	Requirements:Appointment Required. Must Meet Testing Criteria Established By Idph. Capacity Is Limited.	-	-	Aunt Marthas Health And Wellness, Inc.	(877) 692-8686	Illinois	Https://Www.Dph.Illinois.Gov/Covid19/Covid-19-Testing-Sites#	60615	41.81	-87.6
15420 Dixie Highway Harvey, Il 60426	Harvey	Cook	Clinic	9Am-5Pm, Wednesday-Thursday	Requirements:Appointment Required. Must Meet Testing Criteria Established By Idph. Capacity Is Limited.	-	-	Aunt Marthas Health And Wellness, Inc.	(877) 692-8686	Illinois	Https://Www.Dph.Illinois.Gov/Covid19/Covid-19-Testing-Sites#	60426	41.61	-87.65
1200 Eagle Street Joliet, Il 60432	Joliet	Cook	Clinic	8:30Am-4:30Pm, Monday, Tuesday, Friday	Requirements:Appointment Required. Must Meet Testing Criteria Established By Idph. Capacity Is Limited.	-	-	Aunt Marthas Health And Wellness, Inc.	(877) 692-8686	Illinois	Https://Www.Dph.Illinois.Gov/Covid19/Covid-19-Testing-Sites#	60432	41.54	-88.03
6821 S. Halsted Street Chicago, Il 60621	Chicago	Cook	Clinic	8:30Am-4Pm, Monday-Friday	Requirements:Our Providers Will Screen Patients To Determine Next Steps.	-	-	Beloved Community Family Wellness Center	(877) 991-6273	Illinois	Https://Www.Bcfwc.Org/	60621	41.78	-87.64
1652 W. North Ave. Chicago, Il 60622	Chicago	Cook	Clinic	8Am-5Pm, Monday-Friday	Requirements:Patients May Be Asymptomatic. Insurance Or Cash Pay Accepted.	-	-	Cedar Crosse Research Center	(312) 431-6780	Illinois	Https://Www.Dph.Illinois.Gov/Covid19/Covid-19-Testing-Sites#	60622	41.9	-87.69
9119 S. Exchange Chicago, Il 60617	Chicago	Cook	Clinic	9Am-4Pm, Monday-Friday	Requirements:Appointment Preferred.	-	-	Chicago Family Health Center	(773) 768-5001	Illinois	Http://Chicagofamilyhealth.Org/Covid-19/	60617	41.73	-87.55
9718 S. Halsted Chicago, Il 60628	Chicago	Cook	Clinic	10Am-3Pm, Tuesday-Thursday	Requirements:Appointment Required.	-	-	Christian Community Health Center	(773) 233-4100	Illinois	Https://Www.Dph.Illinois.Gov/Covid19/Covid-19-Testing-Sites#	60628	41.69	-87.62
1605 South Michigan Avenue, Unit 1 Chicago, Il 60616	Chicago	Cook	Clinic	8:30-5Pm, Monday-Saturday	Requirements:No Requirements.	-	-	Clear Wellness Group	(312) 535-5770	Illinois	Https://Www.Dph.Illinois.Gov/Covid19/Covid-19-Testing-Sites#	60616	41.84	-87.62
936 Willow Road	Northbrook	Cook	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Illinois	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	60062	42.12	-87.84
7200 West Cermak Road	North Riverside	Cook	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Illinois	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	60546	41.84	-87.83
3951 West 103Rd Street	Chicago	Cook	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Illinois	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	60655	41.7	-87.71
2045 Plum Grove Road	Rolling Meadows	Cook	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Illinois	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	60008	42.08	-88.03
345 Madison Street	Oak Park	Cook	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Illinois	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	60302	41.89	-87.79
101 Asbury Street	Evanston	Cook	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Illinois	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	60202	42.03	-87.69
1855 West Irving Park Road	Schaumburg	Cook	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Illinois	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	60193	42.01	-88.09
14701 S Pulaski Road Midlothian, Il 60445	Midlothian	Cook	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Illinois	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	60445	41.63	-87.74
3200 Flossmoor Road Flossmoor, Il 60422	Flossmoor	Cook	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Illinois	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	60422	41.54	-87.68
3400 Lincoln Highway Olympia Fields, Il 60461	Olympia Fields	Cook	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Illinois	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	60461	41.52	-87.69
2815 North Western Avenue Chicago, Il 60618	Chicago	Cook	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Illinois	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	60618	41.95	-87.7
1930 West 103Rd St Chicago, Il 60643	Chicago	Cook	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Illinois	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	60643	41.7	-87.66
16701 South Harlem Avenue Tinley Park, Il 60467	Tinley Park	Cook	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Illinois	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	60467	41.6	-87.89
7139 North Milwaukee Avenue Niles, Il 60714	Niles	Cook	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Illinois	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	60714	42.03	-87.81
8911 Ogden Avenue Brookfield, Il 60513	Brookfield	Cook	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Illinois	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	60513	41.83	-87.85
3434 Dempster Street Skokie, Il 60076	Skokie	Cook	Drive-Thru	See Website For Available Appointment Times	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Illinois	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	60076	42.03	-87.74
