address	city	county	facilityType	hours	inQZ	instructions	lat	lng	name	phone	state	url	virtualVisit	zip	zipCodeLat	zipCodeLng
1466 West Oak Street, Zionsville, In 46077	Zionsville	Boone	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Indiana	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	46077	39.99	-86.29
Auburn, In 46706	Auburn	Dekalb	Screening Hotline	Open 24Hrs	No	Call Your Parkview Physicians Group Office Or 1-877-Ppg-Today ((877) 774-86329) For A Free Phone Screening. Performing A Screening Over The Phone Will Allow Medical Review While Limiting Exposure To Others. If It’S Determined That You Need To Be Seen In Person, You Will Receive Instructions On The Facility At Which To Be Seen. You Can Also Visit Parkview'S Website For Information About Covid-19 And Symptoms.	-	-	Parkview Health	(877) 774-86329	Indiana	Https://Wpta21.Com/2020/03/19/Indiana-State-Health-Commissioner-Hoosier-Covid-19-Testing-Ramping-Up/	-	46706	41.3	-85.0
401 N Country Club Rd, Muncie,In 47303	Muncie	Delaware	Drive-Thru	7 Am - 7 Pm Monday - Friday	-	- If You Have Symptoms Of Covid-19, Come Get Tested. - If You Are At High Risk Because You Are Over Age 65, Have Diabetes, Obesity, High Blood Pressure Or Another Underlying Condition, Or If You Are A Member Of A Minority Population That’S At Greater Risk, Please Come Get Tested – Even If You Don’T Have Symptoms. This Also Includes Close Contacts Of Confirmed Covid-19 Positive Patients When It Is Imperative That The Contact Continues To Work And/Or Have Close Contact With At Risk Populations. Registration For Testing Must Be Completed At Https://Lhi.Care/Covidtesting Or By Phone At 888-634-1126.	-	-	Isdh/Optum Test Site	(888) 634-1126	Indiana	Https://Lhi.Care/Covidtesting	-	47303	40.3	-85.4
2401 W University, Ave Muncie, In 47303	Muncie	Delaware	Drive-Thru	9 Am - 12 Pm Monday - Friday	-	You Must Make An Appointment. To Be Tested, You Must Have Symptoms And A Doctor'S Order. Iu Health Team Members (Employees) Can Go Through The Iu Health Virtual Visits Application (Found In The Apple App Store Or Google Play Store) For Screening And Test Scheduling. Non-Team Members With An Iu Health Affiliated Physician Order May Go Through The Application To Connect With The Hub And Be Scheduled For Testing.	-	-	Iu Health Muncie Remote Specimen Collection	(800) 248-1199	Indiana	Https://Iuhealth.Org/Covid19/Virtual-Coronavirus-Screening	-	47303	40.3	-85.4
240 N. Tillotson Avenue, Muncie, In 47304	Muncie	Delaware	-	-	-	If You Believe You May Have Been Infected By The Coronavirus, Please Contact Us By Phone And We Will Schedule You With One Of Our Providers For Screening And Testing At A Meridian Location Nearest You.	-	-	Meridian Health Services - Muncie	(866) 306-2647	Indiana	Https://Www.Meridianhs.Org/Covid19Virtualvisits/	-	47304	40.23	-85.47
1481 Bartley St, Jasper, In 47546	Jasper	Dubois	Drive-Thru	7 Am - 7 Pm Monday - Friday	-	- If You Have Symptoms Of Covid-19, Come Get Tested. - If You Are At High Risk Because You Are Over Age 65, Have Diabetes, Obesity, High Blood Pressure Or Another Underlying Condition, Or If You Are A Member Of A Minority Population That’S At Greater Risk, Please Come Get Tested – Even If You Don’T Have Symptoms. This Also Includes Close Contacts Of Confirmed Covid-19 Positive Patients When It Is Imperative That The Contact Continues To Work And/Or Have Close Contact With At Risk Populations. Registration For Testing Must Be Completed At Https://Lhi.Care/Covidtesting Or By Phone At 888-634-1126.	-	-	Isdh/Optum Test Site	(888) 634-1126	Indiana	Https://Www.Coronavirus.In.Gov/2524.Htm	-	47546	38.4	-86.9
500 Arcade Ave, Elkhart In, 46514	Elkhart	Elkhart	Drive-Thru	9 Am - 5 Pm Monday - Friday; 10 Am - 5 Pm Saturday & Sunday	-	Screenings Are Performed At The Arcade Entrance Through The In-Car Screening Process Only. Note: You Will Need To Have A Doctor’S Order Before Being Screened. You May Call (855) 523-2225 From 8 Am - 8 Pm For A Virtual Screening.	-	-	Beacon Elkhart General Hospital	(855) 523-2225	Indiana	Https://Coronavirus.Beaconhealthsystem.Org/2020/04/18/Coronavirus-Testing-Sites-At-Beacon/	-	46514	41.72	-85.97
206 W Warren St, Middlebury, In 46540	Middlebury	Elkhart	Drive-Thru	9 Am - 3 Pm Tuesday & Thursday	-	You Must Have A Doctor'S Order. Call For A Virtual Doctor'S Appointment.	-	-	Beacon Medical Group Middlebury	(855) 523-2225	Indiana	Https://Coronavirus.Beaconhealthsystem.Org/2020/04/18/Coronavirus-Testing-Sites-At-Beacon/	-	46540	41.7	-85.7
207 N Elkhart St, Wakarusa, In 46573	Wakarusa	Elkhart	Drive-Thru	9 Am - 3 Pm Monday & Wednesday	-	You Must Have A Doctor'S Order. Call For A Virtual Doctor'S Appointment.	-	-	Beacon Medical Group Wakarusa	(855) 523-2225	Indiana	Https://Coronavirus.Beaconhealthsystem.Org/2020/04/18/Coronavirus-Testing-Sites-At-Beacon/	-	46573	41.54	-86.05
902 S Main St., Goshen, In 46526	Goshen	Elkhart	Clinic	10 Am - 1 Pm Tuesday; 2 Pm - 4 Pm Friday	-	You Must Make An Appointment To Be Tested.	-	-	Center For Healing & Hope	(574) 216-1723	Indiana	Https://Www.Coronavirus.In.Gov/2524.Htm	-	46526	41.6	-85.9
25651 Co Rd 20, Elkhart, In 46517	Elkhart	Elkhart	Clinic	9 Am - 3 Pm Monday - Thursday; 9 Am - 12 Pm Friday	-	Walkins And Appointments Accepted. You Must Be Symptomatic To Be Tested. If The Patient Does Not Have A Doctor'S Note, The Physician Onsite Will Provided An Order As Long As The Patient Is Presenting With Symptoms.	-	-	Concord Family Medicine	(574) 522-1201	Indiana	Https://Www.Coronavirus.In.Gov/2524.Htm	-	46517	41.61	-85.98
2824 Elkhart Road, Goshen, In 46526	Goshen	Elkhart	Urgent Care	7:00 Am To 10:00 Pm Monday - Friday; 9:00 Am To 5:00 Pm Saturday & Sunday	-	You Do Not Need An Appointment, Walkins Are Accepted. Requirements To Be Tested - Doctor'S Note - Essential Worker - Exposure - Healthcare Worker - Symptomatic	-	-	Goshen Health Urgent Care	(574) 535-1700	Indiana	Https://Www.Coronavirus.In.Gov/2524.Htm	-	46526	41.6	-85.9
148 W Hively Ave., Suite 1, Elkhart, In 46517	Elkhart	Elkhart	Clinic	9 Am – 6 Pm Tuesday; 10 Am – 6 Pm Wednesday; 9 Am - 6 Pm Thursday; 9 Am - 5 Pm Friday	-	Please Call Your Provider At Heart City Health, Rather Than Going Into The Office If You Think You Have Symptoms Of Covid-19. Heart City Health Is Administering Tests For Covid-19, When Deemed Medically Appropriate.	-	-	Heart City Health Clinic - Scenic	(574) 350-2500	Indiana	Https://Www.Heartcityhealth.Org/Preparing-For-Covid-19-In-Elkhart-County/	-	46517	41.61	-85.98
236 Simpson Ave, Elkhart, In 46516	Elkhart	Elkhart	Clinic	9 Am - 6 Pm Monday - Thursday; 9 Am - 4 Pm Friday	-	Please Call Your Provider At Heart City Health, Rather Than Going Into The Office If You Think You Have Symptoms Of Covid-19. Heart City Health Is Administering Tests For Covid-19, When Deemed Medically Appropriate.	-	-	Heart City Health Clinic - Simpson	(574) 293-0052	Indiana	Https://Www.Heartcityhealth.Org/Preparing-For-Covid-19-In-Elkhart-County/	-	46516	41.66	-85.97
2313 S Oakland Ave, Elkhart, In 46517	Elkhart	Elkhart	Drive-Thru	7 Am - 7 Pm Monday - Friday	-	- If You Have Symptoms Of Covid-19, Come Get Tested. - If You Are At High Risk Because You Are Over Age 65, Have Diabetes, Obesity, High Blood Pressure Or Another Underlying Condition, Or If You Are A Member Of A Minority Population That’S At Greater Risk, Please Come Get Tested – Even If You Don’T Have Symptoms. This Also Includes Close Contacts Of Confirmed Covid-19 Positive Patients When It Is Imperative That The Contact Continues To Work And/Or Have Close Contact With At Risk Populations. Registration For Testing Must Be Completed At Https://Lhi.Care/Covidtesting Or By Phone At 888-634-1126.	-	-	Isdh/Optum Test Site	(888) 634-1126	Indiana	Https://Www.Coronavirus.In.Gov/2524.Htm	-	46517	41.61	-85.98
3301 Cr-6 East, Elkhart In, 46514	Elkhart	Elkhart	Urgent Care	11 Am - 7 Pm Daily	-	You Must Have A Doctor'S Order. Call For A Virtual Doctor'S Appointment. You May Call (855) 523-2225 From 8 Am - 8 Pm For A Virtual Screening And To Make An Appointment.	-	-	Medpoint Elkhart	(855) 523-2225	Indiana	Https://Coronavirus.Beaconhealthsystem.Org/2020/04/18/Coronavirus-Testing-Sites-At-Beacon/	-	46514	41.72	-85.97
1001 N Main St, Suite 1, Nappanee, In 46556	Nappanee	Elkhart	Urgent Care	7 Am -7 Pm Monday - Friday; 8 Am - 4 Pm Saturday	-	Make An Appointment Online Or By Calling. Requirements To Be Tested: - Doctor'S Note - Essential Worker - Exposure - Healthcare Worker - Pregnant - Symptomatic - Pre-Op, Employer Requested	-	-	Medstat Nappanee	(574) 773-2509	Indiana	Https://Www.Medstatonline.Com/	-	46556	41.7	-86.25
900 Johnson Street, Elkhart, In 46514	Elkhart	Elkhart	Urgent Care	8 Am - 6 Pm Monday - Friday; 8 Am - 6 Pm Saturday & Sunday	-	Now Testing All Patients With Covid-19 Symptoms. We Are Also Testing Healthcare Workers, First Responders, Or Exposed Patients Deemed At Risk By Our Providers (With Or Without Symptoms).	-	-	Physicians Immediate Care	(574) 747-8004	Indiana	Https://Physiciansimmediatecare.Com/Clinic/Elkhart/?Gclid=Eaiaiqobchmi3Jhvnlgx6Qivtllich2Qpg4-Eaayasaaegkksvd_Bwe	-	46514	41.72	-85.97
900 Johnson Street, Elkhart, In 46514	Elkhart	Elkhart	Urgent Care	8Am-6Pm M-F, 8Am-2Pm Sat-Sun	-	Physicians Immediate Care Is Offering The Abbott Id Now Covid-19 Test, Which Provides Results In 5 Minutes Or 15 Minutes For A Negative Result. There Are Several Locations. You Must Call To Make An Appointment.	-	-	Physicians Immediate Care-Elkhart	-	Indiana	Https://Physiciansimmediatecare.Com/Covid-19-Testing-Locations/	-	46514	41.72	-85.97
5218 Beck Drive Suite 12, Elkhart, In 46516	Elkhart	Elkhart	Clinic	8 Am - 12 Pm Monday - Friday	-	The Saint Joseph Health System Is Now Offering Five Coronavirus Testing Locations. If You Want To Be Tested, You First Need To Call The Saint Joseph Health System Hotline At 574-335-8560 To Be Screened.	-	-	Sjpn Peoples Clinic	(574) 335-8560	Indiana	Https://Www.Wndu.Com/Content/News/Saint-Joseph-Health-System-Offers-5-Coronavirus-Testing-Sites-569895711.Html	-	46516	41.66	-85.97
300 E. Jackson Blvd., Elkhart, In	Elkhart	Elkhart	Drive-Thru	By Appointment Only	-	Drive Thru Testing Is Only Being Used At This Time For Those Individuals Who Have Been Screened Through Our Hotline (574-307-6870) And Evaluated By A South Bend Clinic Physician Through A Virtual Visit Evaluation. Drive-Thru Site Is Located Across From Rent-A-Center And Aaron’S.	-	-	South Bend Clinic Elkhart	(574) 307-6870	Indiana	Https://Www.Southbendclinic.Com/Covid-19-Hotline/#Testing-Locations	-	46516	41.66	-85.97
300 E Jackson Blvd, Elkhart, In 46516	Elkhart	Elkhart	Screening Hotline	8Am – 8Pm Monday – Friday; 9Am – 5Pm Saturday & Sunday	-	The South Bend Clinic Provides A Free Coronavirus Hotline For Anyone With Symptoms Or Concerns About Exposure To The Coronavirus. You Don’T Have To Be A South Bend Clinic Patient To Use The Hotline.	-	-	The South Bend Clinic	(574) 307-6870	Indiana	Https://Www.Southbendclinic.Com/Covid-19-Hotline/	-	46516	41.66	-85.97
5130 Charlestown Road, Suite 2, New Albany, In 47150	New Albany	Floyd	Urgent Care	7:30 Am - 4 Pm Monday - Friday	-	All Baptist Health Urgent Care Clinics Are Now Evaluating For Covid-19. If You Come To One Of Our Urgent Care Clinics, And Have Symptoms Of Covid-19, You Will Be Treated As Though You Are Infectious, And May Be Asked To Wait In An Area Away From Other Patients, And Given A Mask. Staff Will Also Be Wearing Masks In An Effort To Preserve The Safety Of The Environment. Testing Does Not Require An Appointment. They Will Only Test If You Meet The Screening Criteria For Covid-19 And Also Have Symptoms Including Cough, Fever And/Or Shortness Of Breath.	-	-	Baptist Health Urgent Care - Charlestown Road	(812) 949-1577	Indiana	Https://Www.Baptisthealth.Com/Covid-19/Evaluation	-	47150	38.3	-85.8
800 Highlander Point Drive, Suite 103, Floyds Knobs, In 47119	Floyds Knobs	Floyd	Urgent Care	8 Am - 8 Pm Monday - Friday; 9 Am - 5 Pm Saturday & Sunday	-	All Baptist Health Urgent Care Clinics Are Now Evaluating For Covid-19. If You Come To One Of Our Urgent Care Clinics, And Have Symptoms Of Covid-19, You Will Be Treated As Though You Are Infectious, And May Be Asked To Wait In An Area Away From Other Patients, And Given A Mask. Staff Will Also Be Wearing Masks In An Effort To Preserve The Safety Of The Environment. Testing Does Not Require An Appointment. They Will Only Test If You Meet The Screening Criteria For Covid-19 And Also Have Symptoms Including Cough, Fever And/Or Shortness Of Breath.	-	-	Baptist Health Urgent Care - Highlander Point	(812) 923-6336	Indiana	Https://Www.Baptisthealth.Com/Covid-19/Evaluation	-	47119	38.36	-85.89
14835 Sunny Dell Lane, Noblesville, In 46060	Noblesville	Hamilton	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Indiana	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	46060	40.1	-85.9
13090 Pettigru Drive, Carmel, In 46032	Carmel	Hamilton	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Indiana	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	46032	39.97	-86.18
3280 East State Road 32, Westfield, In 46074	Westfield	Hamilton	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Indiana	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	46074	40.04	-86.17
13085 Tegler Drive, Noblesville, In 46060	Noblesville	Hamilton	Drive-Thru	See Website For Available Appointment Times	-	Rapid Covid-19 Testing Will Be Available To Eligible Individuals Who Meet Criteria Established By The Centers For Disease Control And Prevention, In Addition To State Residency And Age Guidelines (Must Be 18 Or Older). Patients Will Need To Pre-Register In Advance On-Line At Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing In Order To Schedule A Slot To Be Tested. When Patients Arrive At The Test Site, They Are Required Stay In Their Vehicle. Team Members On Site Will Check Their Registration And Direct Them Through The Testing Process. For The Safety Of Patients And Health Care Providers On Site, Testing Is Limited To Drive-Thru Testing Only. For More Information About Test Site Locations, Hours Of Operations, And How To Register For A Test, Please Visit Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing.	-	-	Cvs Health Covid-19 Drive Thru Testing Site - By Appointment Only	-	Indiana	Https://Www.Cvs.Com/Minuteclinic/Covid-19-Testing	-	46060	40.1	-85.9
Huntington, In 46750	Huntington	Huntington	Screening Hotline	Open 24Hrs	No	Call Your Parkview Physicians Group Office Or 1-877-Ppg-Today ((877) 774-86329) For A Free Phone Screening. Performing A Screening Over The Phone Will Allow Medical Review While Limiting Exposure To Others. If It’S Determined That You Need To Be Seen In Person, You Will Receive Instructions On The Facility At Which To Be Seen. You Can Also Visit Parkview'S Website For Information About Covid-19 And Symptoms.	-	-	Parkview Health	(877) 774-86329	Indiana	Https://Wpta21.Com/2020/03/19/Indiana-State-Health-Commissioner-Hoosier-Covid-19-Testing-Ramping-Up/	-	46750	40.9	-85.5
311 East Clifty Drive, Madison, In 47250	Madison	Jefferson	Urgent Care	8 Am - 8 Pm Monday - Friday; 9 Am - 5 Pm Saturday & Sunday	-	All Baptist Health Urgent Care Clinics Are Now Evaluating For Covid-19. If You Come To One Of Our Urgent Care Clinics, And Have Symptoms Of Covid-19, You Will Be Treated As Though You Are Infectious, And May Be Asked To Wait In An Area Away From Other Patients, And Given A Mask. Staff Will Also Be Wearing Masks In An Effort To Preserve The Safety Of The Environment. Testing Does Not Require An Appointment. They Will Only Test If You Meet The Screening Criteria For Covid-19 And Also Have Symptoms Including Cough, Fever And/Or Shortness Of Breath.	-	-	Baptist Health Urgent Care - Madison	(812) 274-2742	Indiana	Https://Www.Baptisthealth.Com/Covid-19/Evaluation	-	47250	38.8	-85.4
1210 Provident Dr, Warsaw, In 46580	Warsaw	Kosciusko	Screening Hotline	Open 24Hrs	No	Call Lutheran Health Network’S Free 24-Hour Information Line At (260) 435-5050. A Healthcare Professional Can Help Determine Next Steps	-	-	Lutheran Health System	(260) 435-5050	Indiana	Https://Wpta21.Com/2020/03/19/Indiana-State-Health-Commissioner-Hoosier-Covid-19-Testing-Ramping-Up/	-	46580	41.2	-85.9
107 W Pickwick Dr Suite A, Syracuse, In 46567	Syracuse	Kosciusko	Urgent Care	7 Am -7 Pm Monday - Friday; 8 Am - 4 Pm Saturday	-	Make An Appointment Online Or By Calling. Requirements To Be Tested: - Doctor'S Note - Essential Worker - Exposure - Healthcare Worker - Pregnant - Symptomatic - Pre-Op, Employer Requested	-	-	Medstat Syracuse	(574) 457-8682	Indiana	Https://Www.Medstatonline.Com/	-	46567	41.4	-85.7
1500 Provident Dr, Suite A, Warsaw, In 46580	Warsaw	Kosciusko	Urgent Care	7 Am -7 Pm Monday - Friday; 8 Am - 4 Pm Saturday	-	Make An Appointment Online Or By Calling. Requirements To Be Tested: - Doctor'S Note - Essential Worker - Exposure - Healthcare Worker - Pregnant - Symptomatic - Pre-Op, Employer Requested	-	-	Medstat Warsaw	(574) 372-7637	Indiana	Https://Www.Medstatonline.Com/	-	46580	41.2	-85.9
Warsaw, In 46582	Warsaw	Kosciusko	Screening Hotline	Open 24Hrs	No	Call Your Parkview Physicians Group Office Or 1-877-Ppg-Today ((877) 774-86329) For A Free Phone Screening. Performing A Screening Over The Phone Will Allow Medical Review While Limiting Exposure To Others. If It’S Determined That You Need To Be Seen In Person, You Will Receive Instructions On The Facility At Which To Be Seen. You Can Also Visit Parkview'S Website For Information About Covid-19 And Symptoms.	-	-	Parkview Health	(877) 774-86329	Indiana	Https://Wpta21.Com/2020/03/19/Indiana-State-Health-Commissioner-Hoosier-Covid-19-Testing-Ramping-Up/	-	46582	41.3	-85.9
